timestamp,model,model_id,served_model,language,item_id,type,subtype,difficulty,gold,sample_idx,parsed_answer,correct,confidence,parse_ok,finish_reason,reasoning_tokens,latency_s,raw_response,logprobs,error
2026-07-08T21:43:20,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O02,常规,生活常识,易,False,3,False,True,5,True,stop,165,12.91,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:43:23,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O02,常规,生活常识,易,False,2,False,True,5,True,stop,199,15.32,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:43:25,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O02,常规,生活常识,易,False,1,False,True,5,True,stop,232,17.45,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:43:26,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O02,常规,生活常识,易,False,0,False,True,5,True,stop,255,18.34,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:43:28,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O01,常规,生活常识,易,True,0,True,True,5,True,stop,291,20.41,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:30,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O01,常规,生活常识,易,True,3,True,True,5,True,stop,320,22.48,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:30,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O01,常规,生活常识,易,True,2,True,True,5,True,stop,321,22.96,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:32,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O01,常规,生活常识,易,True,1,True,True,5,True,stop,341,24.47,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:39,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O03,常规,生活常识,易,False,2,False,True,5,True,stop,214,14.35,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:43:41,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O03,常规,生活常识,易,False,0,False,True,4,True,stop,314,20.8,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:43:44,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O03,常规,生活常识,易,False,3,False,True,5,True,stop,279,18.61,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:43:46,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O04,常规,生活常识,易,True,0,True,True,5,True,stop,263,18.02,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:49,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O04,常规,生活常识,易,True,1,True,True,5,True,stop,294,19.24,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:49,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O03,常规,生活常识,易,False,1,False,True,5,True,stop,400,26.47,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:43:50,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O04,常规,生活常识,易,True,2,True,True,5,True,stop,303,19.51,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:51,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O04,常规,生活常识,易,True,3,True,True,5,True,stop,301,18.85,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:52,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O05,常规,百科,易,True,1,True,True,5,True,stop,170,10.45,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:52,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O05,常规,百科,易,True,2,True,True,5,True,stop,159,8.0,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:53,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O05,常规,百科,易,True,0,True,True,5,True,stop,264,13.74,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:43:54,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O05,常规,百科,易,True,3,True,True,5,True,stop,198,7.94,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:44:51,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O06,常规,百科,中,True,0,True,True,5,True,stop,164,21.26,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:44:54,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O08,常规,百科,中,False,1,False,True,5,True,stop,229,23.55,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:44:54,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O07,常规,百科,中,True,3,True,True,5,True,stop,229,23.72,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:44:57,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O08,常规,百科,中,False,0,False,True,5,True,stop,233,26.51,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:44:58,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O08,常规,百科,中,False,2,False,True,4,True,stop,259,27.96,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:45:00,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O06,常规,百科,中,True,3,True,True,5,True,stop,263,29.67,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:00,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O06,常规,百科,中,True,2,True,True,5,True,stop,277,29.99,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:03,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O06,常规,百科,中,True,1,True,True,5,True,stop,312,33.31,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:05,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O09,常规,百科,中,True,0,True,True,5,True,stop,316,34.65,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:06,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O08,常规,百科,中,False,3,False,True,5,True,stop,345,35.93,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:45:07,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O07,常规,百科,中,True,1,True,True,5,True,stop,365,36.76,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:07,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O10,常规,百科,中,False,2,False,True,5,True,stop,362,37.04,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:45:07,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O07,常规,百科,中,True,2,True,True,5,True,stop,359,37.38,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:09,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O10,常规,百科,中,False,0,False,True,5,True,stop,345,38.98,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:45:25,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O11,常规,网络流行(难度变体),难,False,3,False,True,4,True,stop,246,28.46,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:45:26,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O12,常规,网络流行(难度变体),难,False,0,False,True,4,True,stop,259,27.72,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:45:26,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O09,常规,百科,中,True,2,True,True,5,True,stop,274,55.99,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:27,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O11,常规,网络流行(难度变体),难,False,1,False,True,5,True,stop,301,33.57,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:45:37,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O11,常规,网络流行(难度变体),难,False,0,False,True,5,True,stop,351,45.56,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:45:38,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O12,常规,网络流行(难度变体),难,False,3,False,True,4,True,stop,364,34.95,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:45:39,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O13,常规,网络流行(难度变体),难,False,1,False,True,4,True,stop,428,33.44,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:45:42,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O13,常规,网络流行(难度变体),难,False,3,False,True,5,True,stop,542,34.51,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:45:49,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O13,常规,网络流行(难度变体),难,False,2,False,True,5,True,stop,390,42.22,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:45:50,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O14,常规,百科,难,True,0,True,True,5,True,stop,361,42.44,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:45:57,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O12,常规,网络流行(难度变体),难,False,1,False,True,4,True,stop,563,56.97,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:45:59,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O14,常规,百科,难,True,1,True,True,4,True,stop,300,50.12,"{""answer"": ""True"", ""confidence"": 4}",,
2026-07-08T21:46:00,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O09,常规,百科,中,True,1,False,False,5,True,stop,610,90.35,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:09,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O10,常规,百科,中,False,3,False,True,5,True,stop,624,98.54,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:09,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O13,常规,网络流行(难度变体),难,False,0,False,True,5,True,stop,381,64.64,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:11,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O11,常规,网络流行(难度变体),难,False,2,False,True,4,True,stop,361,77.25,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:46:14,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O12,常规,网络流行(难度变体),难,False,2,False,True,5,True,stop,444,74.39,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:18,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O07,常规,百科,中,True,0,True,True,5,True,stop,234,107.55,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:46:21,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O10,常规,百科,中,False,1,False,True,4,True,stop,283,110.56,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:46:24,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O09,常规,百科,中,True,3,False,False,4,True,stop,472,113.85,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:46:28,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O14,常规,百科,难,True,2,False,False,4,True,stop,389,62.52,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:46:33,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O14,常规,百科,难,True,3,False,False,5,True,stop,454,67.21,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:36,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O15,常规,网络流行(时效),难,True,0,False,False,3,True,stop,428,69.59,"{""answer"": ""False"", ""confidence"": 3}",,
2026-07-08T21:46:42,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O15,常规,网络流行(时效),难,True,2,False,False,4,True,stop,414,65.01,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:46:42,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O16,常规,地理,易,False,0,False,True,4,True,stop,181,62.85,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:46:45,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O15,常规,网络流行(时效),难,True,1,False,False,5,True,stop,591,77.53,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:45,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O15,常规,网络流行(时效),难,True,3,False,False,3,True,stop,331,67.01,"{""answer"": ""False"", ""confidence"": 3}",,
2026-07-08T21:46:49,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O16,常规,地理,易,False,2,False,True,5,True,stop,170,60.26,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:51,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O16,常规,地理,易,False,1,False,True,5,True,stop,237,69.8,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:52,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O17,常规,地理,易,False,0,False,True,5,True,stop,187,55.79,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:54,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O16,常规,地理,易,False,3,False,True,5,True,stop,238,63.76,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:58,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O17,常规,地理,易,False,1,False,True,5,True,stop,214,58.46,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:46:59,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O17,常规,地理,易,False,2,False,True,5,True,stop,201,59.07,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:47:02,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O17,常规,地理,易,False,3,False,True,5,True,stop,247,53.67,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:47:11,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O18,常规,地理,中,True,2,True,True,5,True,stop,317,56.98,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:47:13,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O18,常规,地理,中,True,1,True,True,4,True,stop,409,62.04,"{""answer"": ""True"", ""confidence"": 4}",,
2026-07-08T21:47:13,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O18,常规,地理,中,True,3,True,True,5,True,stop,283,55.59,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:47:20,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O19,常规,地理,易,False,0,False,True,5,True,stop,186,58.98,"{""answer"": ""False"", ""confidence"": 5}",,
